Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Ford,Fusion Hybrid,2016,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,41,44,5657,26480
Infiniti,Q50,2016,premium unleaded (recommended),360.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Midsize,Sedan,31,27,190,49050
Cadillac,Fleetwood,1995,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,2000
GMC,Terrain,2017,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,21,549,27300
Volvo,XC60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,28,20,870,51300
Pontiac,Trans Sport,1998,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,210,2104
Volkswagen,Golf GTI,2017,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,24,873,27995
Mercedes-Benz,400-Class,1993,regular unleaded,275.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,617,2278
Buick,Verano,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,30,21,155,28670
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,26685
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,20,14,1385,23940
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,33850
Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,29625
Oldsmobile,Custom Cruiser,1991,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,23,15,26,2000
Volvo,760,1990,regular unleaded,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,20,16,870,2000
Subaru,WRX,2016,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,34695
Kia,Cadenza,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,28,20,1720,31990
Infiniti,QX56,2011,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,58700
BMW,1 Series,2012,premium unleaded (required),300.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,26,17,3916,44100
BMW,X5,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,18,3916,57000
GMC,Sonoma,2002,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,18,14,549,24492
Acura,TSX,2013,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,33610
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Crew Cab Pickup,26,19,2202,31515
Infiniti,EX35,2009,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,36000
Audi,Q7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,53400
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,24,17,1439,26950
Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,24150
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,92395
Mercedes-Benz,SL-Class,2017,premium unleaded (required),362.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,28,20,617,86950
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,41,29,586,19595
Toyota,FJ Cruiser,2013,regular unleaded,260.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,16,2031,27030
Chevrolet,Trax,2015,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385,21620
Suzuki,SX4,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,18799
Porsche,Cayman,2016,premium unleaded (required),340.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,26,19,1715,75200
Ferrari,F12 Berlinetta,2014,premium unleaded (required),731.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,16,11,2774,315888
Dodge,Ram 50 Pickup,1991,regular unleaded,143.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,20,15,1851,2000
Pontiac,Sunbird,1992,regular unleaded,111.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,32,22,210,2000
Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,4.0,,Large,Extended Cab Pickup,16,12,5657,3572
BMW,i3,2017,electric,170.0,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Hatchback,Luxury",Compact,4dr Hatchback,106,129,3916,43600
Ford,Five Hundred,2006,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,23,17,5657,28230
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,14,5657,47330
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,25,17,617,54500
Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,30310
BMW,Z4 M,2008,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,23,15,3916,52400
Ford,Crown Victoria,2010,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Sedan,24,16,5657,29905
Audi,90,1995,regular unleaded,172.0,6.0,MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,23,17,3105,2000
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,549,38670
Porsche,Panamera,2016,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,17,1715,125600
Volkswagen,Cabriolet,1992,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,29,22,873,2000
GMC,Yukon Denali,2000,regular unleaded,255.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,15,11,549,3949
Suzuki,SX4,2012,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,23,481,18499
Porsche,Cayenne,2016,premium unleaded (required),570.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,21,14,1715,157300
Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657,2000
Ford,Transit Wagon,2017,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Diesel,Midsize,Passenger Van,19,14,5657,38165
Audi,A6,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,3105,61600
Mitsubishi,Eclipse,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,24699
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,25300
Ferrari,599,2009,premium unleaded (required),611.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580
Cadillac,Brougham,1990,regular unleaded,140.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,22,15,1624,2000
GMC,Envoy XL,2005,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,18,13,549,40235
Kia,Soul,2015,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,23,1720,20790
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Compact,Sedan,39,28,586,26095
BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,30,20,3916,50750
Chevrolet,Uplander,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,1385,22750
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,41250
BMW,1 Series,2011,premium unleaded (required),300.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,28,19,3916,40650
Dodge,RAM 150,1991,regular unleaded,125.0,6.0,UNKNOWN,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,12,1851,2000
Cadillac,Escalade,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,22,15,1624,77045
Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,50350
Infiniti,G Sedan,2012,premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,29,20,190,34500
Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,29920
Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,47950
Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,15,61,63645
Lexus,CT 200h,2016,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,40,43,454,31250
Toyota,Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,42,30,2031,18965
Volkswagen,New Beetle,2009,regular unleaded,150.0,5.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,873,18290
Dodge,RAM 150,1992,regular unleaded,180.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,16,11,1851,2000
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,32065
Suzuki,Equator,2011,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,15,481,25279
Buick,Reatta,1991,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,25,16,155,2000
Lexus,IS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,40065
Lexus,GS 350,2017,premium unleaded (required),311.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50365
Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031,34340
Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,32900
Buick,Rendezvous,2005,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,155,29970
Dodge,Ram Pickup 1500,2008,regular unleaded,345.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,19,13,1851,33730
Mercedes-Benz,SLK-Class,2016,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19,617,72600
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,11,549,29215
Lincoln,Town Car,2010,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury",Large,Sedan,24,16,61,52595
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,25170
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,41,29,586,17845
Porsche,Macan,2015,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,49900
Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,36,27,586,29330
Chevrolet,Uplander,2007,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,33050
Acura,CL,2003,premium unleaded (required),260.0,6.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,26,17,204,32700
Audi,Q5,2016,premium unleaded (required),272.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,53500
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,23800
Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,24,873,28105
Honda,Element,2009,regular unleaded,166.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,4dr SUV,23,18,2202,22785
Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,16,1385,40580
Dodge,Challenger,2015,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,22,13,1851,58295
Chevrolet,Cobalt,2008,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,22335
Lexus,GS 350,2016,premium unleaded (required),311.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50470
Volvo,940,1995,regular unleaded,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,22,17,870,2000
BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,22,3916,39500
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,481,14799
Toyota,Celica,2005,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,23035
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,43,37,436,15995
Oldsmobile,Alero,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,26,22935
Cadillac,ATS,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,22,1624,47210
Audi,S4,2014,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,55400
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,32010
Chevrolet,S-10 Blazer,1994,regular unleaded,165.0,6.0,MANUAL,rear wheel drive,4.0,,Midsize,4dr SUV,20,15,1385,2000
Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,34,24,617,41675
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,25,19,61,38125
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,63855
Chevrolet,TrailBlazer,2008,premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,16,12,1385,34290
Volkswagen,Fox,1991,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,29,22,873,2000
Volvo,XC90,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,26,22,870,51250
Toyota,Land Cruiser,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,80155
Hyundai,Elantra,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,1439,20250
Volkswagen,Fox,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,22,873,2000
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26,617,32400
Dodge,Magnum,2007,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,26,18,1851,23370
Hyundai,Veloster,2016,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,28,1439,19100
Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,17,454,4207
Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,27595
Lexus,ES 300h,2016,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,39,40,454,41020
Aston Martin,DBS,2011,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,18,12,259,273104
Subaru,Impreza WRX,2014,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,25995
Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,26,21,5657,17990
Scion,xB,2014,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,28,22,105,17920
Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Large,4dr SUV,26,19,2009,34830
Volvo,V60 Cross Country,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,Wagon,28,20,870,44850
Mazda,B-Series Pickup,2000,regular unleaded,160.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,19,15,586,3928
Acura,TSX,2012,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,31010
Volkswagen,Touareg,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Diesel",Midsize,4dr SUV,29,20,873,56670
Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,22,586,23970
Saab,900,1996,regular unleaded,185.0,4.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,26,18,376,2000
Mercedes-Benz,SL-Class,2016,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14,617,217550
Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624,37505
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,29120
Volkswagen,Vanagon,1990,regular unleaded,90.0,4.0,MANUAL,rear wheel drive,3.0,,Large,Passenger Minivan,18,16,873,2000
Toyota,Celica,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,2031,17570
Buick,Encore,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,155,30465
GMC,Jimmy,2000,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,16,13,549,2463
Lotus,Exige,2010,premium unleaded (recommended),240.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,65690
Dodge,Viper,2017,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19,12,1851,107995
Lexus,RC F,2015,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,16,454,62400
Buick,Terraza,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,21,15,155,30990
Plymouth,Horizon,1990,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,22,535,2000
Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,454,65225
Volvo,740,1990,regular unleaded,153.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,204,49440
Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27795
BMW,Z4,2014,premium unleaded (required),335.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,24,17,3916,65800
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,,Large,Extended Cab Pickup,17,12,5657,2787
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,22899
Chrysler,Pacifica,2008,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,22,15,1013,24635
Cadillac,ATS,2016,regular unleaded,202.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,32,22,1624,37340
Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,75465
Chevrolet,Spark,2016,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,41,31,1385,15785
GMC,Yukon XL,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,22,15,549,53440
Cadillac,XT5,2017,premium unleaded (required),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,1624,51895
Mazda,B-Series,2001,regular unleaded,140.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,26,21,586,12495
Mazda,2,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,17050
Hyundai,Equus,2016,premium unleaded (recommended),429.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1439,68750
